genome	region	locus_tag	pfam_domain	tigrfam_domain
HpGP-MMR-004	region001	HpGP-MMR-004_00848,HpGP-MMR-004_00849,HpGP-MMR-004_00850,HpGP-MMR-004_00851,HpGP-MMR-004_00852,HpGP-MMR-004_00853,HpGP-MMR-004_00854,HpGP-MMR-004_00855,HpGP-MMR-004_00856,HpGP-MMR-004_00857,HpGP-MMR-004_00858,HpGP-MMR-004_00859,HpGP-MMR-004_00860,HpGP-MMR-004_00861,HpGP-MMR-004_00862,HpGP-MMR-004_00863,HpGP-MMR-004_00864	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-005	region001	HpGP-MMR-005_00880,HpGP-MMR-005_00881,HpGP-MMR-005_00882,HpGP-MMR-005_00883,HpGP-MMR-005_00884,HpGP-MMR-005_00885,HpGP-MMR-005_00886,HpGP-MMR-005_00887,HpGP-MMR-005_00888,HpGP-MMR-005_00889,HpGP-MMR-005_00890,HpGP-MMR-005_00891,HpGP-MMR-005_00892,HpGP-MMR-005_00893,HpGP-MMR-005_00894,HpGP-MMR-005_00895,HpGP-MMR-005_00896,HpGP-MMR-005_00897,HpGP-MMR-005_00898	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-MMR-006	region001	HpGP-MMR-006_00887,HpGP-MMR-006_00888,HpGP-MMR-006_00889,HpGP-MMR-006_00890,HpGP-MMR-006_00891,HpGP-MMR-006_00892,HpGP-MMR-006_00893,HpGP-MMR-006_00894,HpGP-MMR-006_00895,HpGP-MMR-006_00896,HpGP-MMR-006_00897,HpGP-MMR-006_00898,HpGP-MMR-006_00899,HpGP-MMR-006_00900,HpGP-MMR-006_00901,HpGP-MMR-006_00902,HpGP-MMR-006_00903,HpGP-MMR-006_00904,HpGP-MMR-006_00905	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-007	region001	HpGP-MMR-007_00892,HpGP-MMR-007_00893,HpGP-MMR-007_00894,HpGP-MMR-007_00895,HpGP-MMR-007_00896,HpGP-MMR-007_00897,HpGP-MMR-007_00898,HpGP-MMR-007_00899,HpGP-MMR-007_00900,HpGP-MMR-007_00901,HpGP-MMR-007_00902,HpGP-MMR-007_00903,HpGP-MMR-007_00904,HpGP-MMR-007_00905,HpGP-MMR-007_00906,HpGP-MMR-007_00907,HpGP-MMR-007_00908	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-008	region001	HpGP-MMR-008_00883,HpGP-MMR-008_00884,HpGP-MMR-008_00885,HpGP-MMR-008_00886,HpGP-MMR-008_00887,HpGP-MMR-008_00888,HpGP-MMR-008_00889,HpGP-MMR-008_00890,HpGP-MMR-008_00891,HpGP-MMR-008_00892,HpGP-MMR-008_00893,HpGP-MMR-008_00894,HpGP-MMR-008_00895,HpGP-MMR-008_00896,HpGP-MMR-008_00897,HpGP-MMR-008_00898,HpGP-MMR-008_00899	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-009	region001	HpGP-MMR-009_00917,HpGP-MMR-009_00918,HpGP-MMR-009_00919,HpGP-MMR-009_00920,HpGP-MMR-009_00921,HpGP-MMR-009_00922,HpGP-MMR-009_00923,HpGP-MMR-009_00924,HpGP-MMR-009_00925,HpGP-MMR-009_00926,HpGP-MMR-009_00927,HpGP-MMR-009_00928,HpGP-MMR-009_00929,HpGP-MMR-009_00930,HpGP-MMR-009_00931,HpGP-MMR-009_00932,HpGP-MMR-009_00933	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-010	region001	HpGP-MMR-010_00856,HpGP-MMR-010_00857,HpGP-MMR-010_00858,HpGP-MMR-010_00859,HpGP-MMR-010_00860,HpGP-MMR-010_00861,HpGP-MMR-010_00862,HpGP-MMR-010_00863,HpGP-MMR-010_00864,HpGP-MMR-010_00865,HpGP-MMR-010_00866,HpGP-MMR-010_00867,HpGP-MMR-010_00868,HpGP-MMR-010_00869,HpGP-MMR-010_00870,HpGP-MMR-010_00871	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-MMR-011	region001	HpGP-MMR-011_00909,HpGP-MMR-011_00910,HpGP-MMR-011_00911,HpGP-MMR-011_00912,HpGP-MMR-011_00913,HpGP-MMR-011_00914,HpGP-MMR-011_00915,HpGP-MMR-011_00916,HpGP-MMR-011_00917,HpGP-MMR-011_00918,HpGP-MMR-011_00919,HpGP-MMR-011_00920,HpGP-MMR-011_00921,HpGP-MMR-011_00922,HpGP-MMR-011_00923,HpGP-MMR-011_00924,HpGP-MMR-011_00925,HpGP-MMR-011_00926	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-MMR-012	region001	HpGP-MMR-012_00865,HpGP-MMR-012_00866,HpGP-MMR-012_00867,HpGP-MMR-012_00868,HpGP-MMR-012_00869,HpGP-MMR-012_00870,HpGP-MMR-012_00871,HpGP-MMR-012_00872,HpGP-MMR-012_00873,HpGP-MMR-012_00874,HpGP-MMR-012_00875,HpGP-MMR-012_00876,HpGP-MMR-012_00877,HpGP-MMR-012_00878,HpGP-MMR-012_00879,HpGP-MMR-012_00880	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NGA-006	region001	HpGP-NGA-006_00943,HpGP-NGA-006_00944,HpGP-NGA-006_00945,HpGP-NGA-006_00946,HpGP-NGA-006_00947,HpGP-NGA-006_00948,HpGP-NGA-006_00949,HpGP-NGA-006_00950,HpGP-NGA-006_00951,HpGP-NGA-006_00952,HpGP-NGA-006_00953,HpGP-NGA-006_00954,HpGP-NGA-006_00955,HpGP-NGA-006_00956,HpGP-NGA-006_00957,HpGP-NGA-006_00958	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NGA-010	region001	HpGP-NGA-010_00907,HpGP-NGA-010_00908,HpGP-NGA-010_00909,HpGP-NGA-010_00910,HpGP-NGA-010_00911,HpGP-NGA-010_00912,HpGP-NGA-010_00913,HpGP-NGA-010_00914,HpGP-NGA-010_00915,HpGP-NGA-010_00916,HpGP-NGA-010_00917,HpGP-NGA-010_00918,HpGP-NGA-010_00919,HpGP-NGA-010_00920,HpGP-NGA-010_00921,HpGP-NGA-010_00922	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NGA-017	region001	HpGP-NGA-017_00940,HpGP-NGA-017_00941,HpGP-NGA-017_00942,HpGP-NGA-017_00943,HpGP-NGA-017_00944,HpGP-NGA-017_00945,HpGP-NGA-017_00946,HpGP-NGA-017_00947,HpGP-NGA-017_00948,HpGP-NGA-017_00949,HpGP-NGA-017_00950,HpGP-NGA-017_00951,HpGP-NGA-017_00952,HpGP-NGA-017_00953,HpGP-NGA-017_00954	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NGA-019	region001	HpGP-NGA-019_00671,HpGP-NGA-019_00672,HpGP-NGA-019_00673,HpGP-NGA-019_00674,HpGP-NGA-019_00675,HpGP-NGA-019_00676,HpGP-NGA-019_00677,HpGP-NGA-019_00678,HpGP-NGA-019_00679,HpGP-NGA-019_00680,HpGP-NGA-019_00681,HpGP-NGA-019_00682,HpGP-NGA-019_00683,HpGP-NGA-019_00684,HpGP-NGA-019_00685	PF03235.17,PF07510.14,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-NPL-001	region001	HpGP-NPL-001_00908,HpGP-NPL-001_00909,HpGP-NPL-001_00910,HpGP-NPL-001_00911,HpGP-NPL-001_00912,HpGP-NPL-001_00913,HpGP-NPL-001_00914,HpGP-NPL-001_00915,HpGP-NPL-001_00916,HpGP-NPL-001_00917,HpGP-NPL-001_00918,HpGP-NPL-001_00919,HpGP-NPL-001_00920,HpGP-NPL-001_00921,HpGP-NPL-001_00922,HpGP-NPL-001_00923	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-002	region001	HpGP-NPL-002_00854,HpGP-NPL-002_00855,HpGP-NPL-002_00856,HpGP-NPL-002_00857,HpGP-NPL-002_00858,HpGP-NPL-002_00859,HpGP-NPL-002_00860,HpGP-NPL-002_00861,HpGP-NPL-002_00862,HpGP-NPL-002_00863,HpGP-NPL-002_00864,HpGP-NPL-002_00865,HpGP-NPL-002_00866,HpGP-NPL-002_00867,HpGP-NPL-002_00868,HpGP-NPL-002_00869,HpGP-NPL-002_00870,HpGP-NPL-002_00871,HpGP-NPL-002_00872	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-NPL-003	region001	HpGP-NPL-003_00939,HpGP-NPL-003_00940,HpGP-NPL-003_00941,HpGP-NPL-003_00942,HpGP-NPL-003_00943,HpGP-NPL-003_00944,HpGP-NPL-003_00945,HpGP-NPL-003_00946,HpGP-NPL-003_00947,HpGP-NPL-003_00948,HpGP-NPL-003_00949,HpGP-NPL-003_00950,HpGP-NPL-003_00951,HpGP-NPL-003_00952,HpGP-NPL-003_00953,HpGP-NPL-003_00954	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-004	region001	HpGP-NPL-004_00972,HpGP-NPL-004_00973,HpGP-NPL-004_00974,HpGP-NPL-004_00975,HpGP-NPL-004_00976,HpGP-NPL-004_00977,HpGP-NPL-004_00978,HpGP-NPL-004_00979,HpGP-NPL-004_00980,HpGP-NPL-004_00981,HpGP-NPL-004_00982,HpGP-NPL-004_00983,HpGP-NPL-004_00984,HpGP-NPL-004_00985,HpGP-NPL-004_00986,HpGP-NPL-004_00987,HpGP-NPL-004_00988	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-NPL-005	region001	HpGP-NPL-005_00890,HpGP-NPL-005_00891,HpGP-NPL-005_00892,HpGP-NPL-005_00893,HpGP-NPL-005_00894,HpGP-NPL-005_00895,HpGP-NPL-005_00896,HpGP-NPL-005_00897,HpGP-NPL-005_00898,HpGP-NPL-005_00899,HpGP-NPL-005_00900,HpGP-NPL-005_00901,HpGP-NPL-005_00902,HpGP-NPL-005_00903,HpGP-NPL-005_00904	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-006	region001	HpGP-NPL-006_00890,HpGP-NPL-006_00891,HpGP-NPL-006_00892,HpGP-NPL-006_00893,HpGP-NPL-006_00894,HpGP-NPL-006_00895,HpGP-NPL-006_00896,HpGP-NPL-006_00897,HpGP-NPL-006_00898,HpGP-NPL-006_00899,HpGP-NPL-006_00900,HpGP-NPL-006_00901,HpGP-NPL-006_00902,HpGP-NPL-006_00903,HpGP-NPL-006_00904	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-007	region001	HpGP-NPL-007_00897,HpGP-NPL-007_00898,HpGP-NPL-007_00899,HpGP-NPL-007_00900,HpGP-NPL-007_00901,HpGP-NPL-007_00902,HpGP-NPL-007_00903,HpGP-NPL-007_00904,HpGP-NPL-007_00905,HpGP-NPL-007_00906,HpGP-NPL-007_00907,HpGP-NPL-007_00908,HpGP-NPL-007_00909,HpGP-NPL-007_00910,HpGP-NPL-007_00911,HpGP-NPL-007_00912,HpGP-NPL-007_00913	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-NPL-008	region001	HpGP-NPL-008_00853,HpGP-NPL-008_00854,HpGP-NPL-008_00855,HpGP-NPL-008_00856,HpGP-NPL-008_00857,HpGP-NPL-008_00858,HpGP-NPL-008_00859,HpGP-NPL-008_00860,HpGP-NPL-008_00861,HpGP-NPL-008_00862,HpGP-NPL-008_00863,HpGP-NPL-008_00864,HpGP-NPL-008_00865,HpGP-NPL-008_00866,HpGP-NPL-008_00867	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-009	region001	HpGP-NPL-009_00929,HpGP-NPL-009_00930,HpGP-NPL-009_00931,HpGP-NPL-009_00932,HpGP-NPL-009_00933,HpGP-NPL-009_00934,HpGP-NPL-009_00935,HpGP-NPL-009_00936,HpGP-NPL-009_00937,HpGP-NPL-009_00938,HpGP-NPL-009_00939,HpGP-NPL-009_00940,HpGP-NPL-009_00941,HpGP-NPL-009_00942,HpGP-NPL-009_00943	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-010	region001	HpGP-NPL-010_00509,HpGP-NPL-010_00510,HpGP-NPL-010_00511,HpGP-NPL-010_00512,HpGP-NPL-010_00513,HpGP-NPL-010_00514,HpGP-NPL-010_00515,HpGP-NPL-010_00516,HpGP-NPL-010_00517,HpGP-NPL-010_00518,HpGP-NPL-010_00519,HpGP-NPL-010_00520,HpGP-NPL-010_00521,HpGP-NPL-010_00522,HpGP-NPL-010_00523,HpGP-NPL-010_00524,HpGP-NPL-010_00525,HpGP-NPL-010_00526	PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
HpGP-NPL-011	region001	HpGP-NPL-011_00915,HpGP-NPL-011_00916,HpGP-NPL-011_00917,HpGP-NPL-011_00918,HpGP-NPL-011_00919,HpGP-NPL-011_00920,HpGP-NPL-011_00921,HpGP-NPL-011_00922,HpGP-NPL-011_00923,HpGP-NPL-011_00924,HpGP-NPL-011_00925,HpGP-NPL-011_00926,HpGP-NPL-011_00927,HpGP-NPL-011_00928,HpGP-NPL-011_00929	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF07690.19,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-NPL-012	region001	HpGP-NPL-012_00934,HpGP-NPL-012_00935,HpGP-NPL-012_00936,HpGP-NPL-012_00937,HpGP-NPL-012_00938,HpGP-NPL-012_00939,HpGP-NPL-012_00940,HpGP-NPL-012_00941,HpGP-NPL-012_00942,HpGP-NPL-012_00943,HpGP-NPL-012_00944,HpGP-NPL-012_00945,HpGP-NPL-012_00946,HpGP-NPL-012_00947,HpGP-NPL-012_00948,HpGP-NPL-012_00949,HpGP-NPL-012_00950,HpGP-NPL-012_00951,HpGP-NPL-012_00952	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17,PF00528.25,PF00497.23,PF00842.24,PF01168.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726,TIGR00492,TIGR00492
HpGP-NPL-013	region001	HpGP-NPL-013_00897,HpGP-NPL-013_00898,HpGP-NPL-013_00899,HpGP-NPL-013_00900,HpGP-NPL-013_00901,HpGP-NPL-013_00902,HpGP-NPL-013_00903,HpGP-NPL-013_00904,HpGP-NPL-013_00905,HpGP-NPL-013_00906,HpGP-NPL-013_00907,HpGP-NPL-013_00908,HpGP-NPL-013_00909,HpGP-NPL-013_00910,HpGP-NPL-013_00911,HpGP-NPL-013_00912	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF00528.25,PF00497.23	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087,TIGR01726,TIGR01726
HpGP-PER-011	region001	HpGP-PER-011_00925,HpGP-PER-011_00926,HpGP-PER-011_00927,HpGP-PER-011_00928,HpGP-PER-011_00929,HpGP-PER-011_00930,HpGP-PER-011_00931,HpGP-PER-011_00932,HpGP-PER-011_00933,HpGP-PER-011_00934,HpGP-PER-011_00935,HpGP-PER-011_00936,HpGP-PER-011_00937,HpGP-PER-011_00938	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-PER-013	region001	HpGP-PER-013_00941,HpGP-PER-013_00942,HpGP-PER-013_00943,HpGP-PER-013_00944,HpGP-PER-013_00945,HpGP-PER-013_00946,HpGP-PER-013_00947,HpGP-PER-013_00948,HpGP-PER-013_00949,HpGP-PER-013_00950,HpGP-PER-013_00951,HpGP-PER-013_00952,HpGP-PER-013_00953,HpGP-PER-013_00954,HpGP-PER-013_00955,HpGP-PER-013_00956,HpGP-PER-013_00957	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-PER-014	region001	HpGP-PER-014_00918,HpGP-PER-014_00919,HpGP-PER-014_00920,HpGP-PER-014_00921,HpGP-PER-014_00922,HpGP-PER-014_00923,HpGP-PER-014_00924,HpGP-PER-014_00925,HpGP-PER-014_00926,HpGP-PER-014_00927,HpGP-PER-014_00928,HpGP-PER-014_00929,HpGP-PER-014_00930,HpGP-PER-014_00931,HpGP-PER-014_00932,HpGP-PER-014_00933	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-PER-016	region001	HpGP-PER-016_00924,HpGP-PER-016_00925,HpGP-PER-016_00926,HpGP-PER-016_00927,HpGP-PER-016_00928,HpGP-PER-016_00929,HpGP-PER-016_00930,HpGP-PER-016_00931,HpGP-PER-016_00932,HpGP-PER-016_00933,HpGP-PER-016_00934,HpGP-PER-016_00935,HpGP-PER-016_00936,HpGP-PER-016_00937,HpGP-PER-016_00938,HpGP-PER-016_00939,HpGP-PER-016_00940,HpGP-PER-016_00941	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-PER-017	region001	HpGP-PER-017_00996,HpGP-PER-017_00997,HpGP-PER-017_00998,HpGP-PER-017_00999,HpGP-PER-017_01000,HpGP-PER-017_01001,HpGP-PER-017_01002,HpGP-PER-017_01003,HpGP-PER-017_01004,HpGP-PER-017_01005,HpGP-PER-017_01006,HpGP-PER-017_01007,HpGP-PER-017_01008,HpGP-PER-017_01009,HpGP-PER-017_01010,HpGP-PER-017_01011,HpGP-PER-017_01012	PF01856.20,PF01361.24,PF02132.18,PF01142.21,PF01142.21,PF01435.21,PF01227.25,PF00348.20,PF01975.20,PF01242.22,PF13353.9,PF00583.28,PF01856.20,PF00083.27,PF07510.14,PF03235.17	TIGR00013,TIGR00013,TIGR00615,TIGR00615,TIGR00094,TIGR00094,TIGR00063,TIGR00063,TIGR00087,TIGR00087
HpGP-PER-018	region001	HpGP-PER-018_00399,HpGP-PER-018_00400,HpGP-PER-018_00401,HpGP-PER-018_00402,HpGP-PER-018_00403,HpGP-PER-018_00404,HpGP-PER-018_00405,HpGP-PER-018_00406,HpGP-PER-018_00407,HpGP-PER-018_00408,HpGP-PER-018_00409,HpGP-PER-018_00410,HpGP-PER-018_00411,HpGP-PER-018_00412,HpGP-PER-018_00413,HpGP-PER-018_00414	PF03235.17,PF00083.27,PF01856.20,PF00583.28,PF13353.9,PF01242.22,PF01975.20,PF00348.20,PF01227.25,PF01435.21,PF01142.21,PF01142.21,PF02132.18,PF01361.24,PF01856.20	TIGR00087,TIGR00087,TIGR00063,TIGR00063,TIGR00094,TIGR00094,TIGR00615,TIGR00615,TIGR00013,TIGR00013
